城市 区 方位 房屋名 大小 租赁方式 朝向 月租 计费方式 几室 几厅 几卫 入住 租期 看房 所在楼层 总楼高 电梯 车位 用水 用电 燃气 供暖 
4 17 128 542 12 1 4 1500 3 3 1 1 2 24 4 1 18 0 0 0 0 0 0
4 13 109 95 27 1 2 2100 3 3 1 3 2 12 4 3 14 0 0 0 0 0 0
4 13 71 272 25 1 2 1500 3 4 1 1 1 12 4 3 5 1 1 2 2 1 2
4 3 162 796 123 1 2 14000 1 2 2 2 2 24 1 3 32 2 0 1 1 2 2
4 6 89 252 39 1 2 3500 0 1 1 1 2 0 1 2 6 1 0 1 1 1 0
4 11 70 1488 46 1 2 1800 0 2 0 1 1 0 1 2 6 1 0 1 1 1 0
4 12 76 877 30 1 2 5500 0 1 0 1 2 0 5 1 6 1 0 1 1 2 0
4 9 20 460 12 1 2 1680 3 5 1 2 2 12 4 3 12 2 0 1 1 2 0
4 9 86 979 15 1 4 1300 3 4 2 2 2 24 4 2 5 1 2 1 1 1 0
4 5 11 1499 34 1 2 4000 1 1 1 1 1 0 1 1 7 1 0 1 1 1 0
4 8 95 1175 36 1 2 7500 1 1 1 1 1 36 1 2 4 1 0 1 1 1 0
4 4 69 934 10 1 2 1590 1 3 1 1 2 12 4 3 6 1 0 1 1 2 0
4 17 128 1409 18 1 2 1800 3 1 0 1 2 12 4 2 3 0 0 0 0 0 0
4 6 52 1255 47 1 4 4400 1 1 1 1 2 24 1 1 10 1 0 2 2 1 0
4 8 146 184 70 1 2 9500 1 2 1 1 2 12 1 2 6 1 0 1 1 1 0
4 6 131 377 18 1 2 3300 1 4 1 1 2 12 4 2 35 2 0 1 1 1 0
4 13 55 1019 73 1 2 2800 0 2 2 1 2 0 1 2 14 2 0 1 1 1 0
4 1 142 27 12 1 2 1200 3 5 1 2 2 12 4 2 6 0 0 0 0 0 0
4 10 157 288 36 1 2 4300 0 1 1 1 2 0 1 3 6 1 0 1 1 1 0
4 8 95 1352 61 1 2 8000 0 2 1 1 1 0 1 3 7 1 0 1 1 1 0
4 8 146 1071 41 1 2 7500 1 1 1 1 1 36 1 2 6 1 0 1 1 1 0
4 17 128 1583 22 1 3 1500 1 1 0 1 2 12 4 3 4 0 0 0 0 0 0
4 5 156 127 20 1 2 2800 3 3 1 1 2 12 4 2 12 2 0 1 1 1 0
4 8 32 840 15 1 2 3380 3 5 2 2 2 12 4 2 27 2 2 1 1 2 2
4 12 106 1507 39 1 2 5200 1 1 1 1 1 24 1 3 6 1 0 1 1 2 2
4 13 85 677 93 1 2 2500 0 2 2 1 2 0 1 3 6 1 0 1 1 1 0
4 17 53 987 80 1 2 2800 1 2 1 1 2 12 1 2 14 1 0 0 0 0 0
4 12 46 1218 40 1 2 6200 1 1 0 1 2 12 1 2 5 1 0 1 1 2 0
4 12 106 451 52 1 2 6500 1 2 1 1 2 12 1 2 6 1 0 1 1 2 2
4 13 29 927 19 1 2 1504 1 5 0 1 2 0 4 1 6 0 0 0 0 0 0
4 12 26 1139 63 1 2 6200 1 2 1 1 2 12 1 2 6 1 0 1 1 1 0
4 6 131 377 16 1 2 2200 3 4 1 2 2 12 4 3 34 2 0 1 1 1 0
4 13 37 1532 90 1 2 3300 0 2 1 1 1 0 1 3 6 1 0 1 1 1 0
4 3 39 1038 153 1 2 14900 1 3 2 1 1 36 1 2 32 2 0 1 1 1 0
4 8 32 1234 59 1 2 8800 1 1 1 1 2 24 1 1 31 2 0 1 1 2 2
4 5 110 367 41 1 2 3600 1 1 1 1 1 24 1 3 6 1 0 1 1 1 0
4 12 24 919 56 1 2 6000 1 1 1 1 1 24 5 1 18 2 0 1 1 2 2
4 13 58 1190 40 1 2 2800 0 1 2 1 2 0 1 1 5 1 0 1 1 1 0
4 17 152 188 16 1 3 1200 3 1 0 1 2 12 4 3 3 0 0 0 0 0 0
4 17 36 360 18 1 2 1600 1 3 1 1 2 12 4 2 18 1 0 0 0 0 0
4 12 76 1008 58 1 2 7000 1 1 1 1 2 12 1 1 23 2 0 1 1 1 0
4 6 68 53 34 1 2 4000 0 1 1 1 1 0 1 3 6 1 0 1 1 1 0
4 13 41 706 35 1 2 3000 3 1 1 1 2 24 4 2 26 1 2 2 2 1 1
4 13 43 1466 65 1 2 3500 1 2 1 1 2 12 1 2 6 1 0 1 1 1 0
4 12 54 6 64 1 2 4800 1 2 1 1 2 12 1 3 6 1 0 1 1 1 0
4 17 136 932 52 1 2 2500 0 2 1 1 2 0 1 1 6 1 0 1 1 1 0
4 6 131 377 28 1 6 2900 3 4 1 2 2 12 4 3 34 2 0 1 1 1 0
4 8 32 1368 72 1 2 9500 1 1 2 1 2 12 1 1 34 2 0 1 1 2 2
4 12 102 681 28 1 2 3000 3 3 0 3 2 12 4 3 25 2 0 1 1 2 0
4 17 67 1183 98 1 2 3000 0 3 1 1 2 0 1 2 27 1 0 1 1 0 0
4 8 47 1475 15 1 2 4200 3 4 2 2 2 12 4 3 30 0 2 1 1 2 0
4 13 77 1528 118 1 2 2400 0 3 2 2 2 0 1 3 16 2 0 1 1 1 0
4 12 129 1342 54 1 2 4600 0 2 0 1 2 0 1 2 6 1 0 1 1 1 0
4 11 70 1488 53 1 2 1700 0 2 1 1 2 0 3 3 5 1 0 1 1 2 0
4 6 40 1325 39 1 2 4200 1 1 0 1 2 12 1 2 6 1 0 1 1 2 0
4 9 86 1366 15 1 2 1200 3 3 1 1 2 12 4 3 6 1 0 1 1 1 0
4 12 46 1106 41 1 2 5500 0 1 1 1 2 0 1 3 7 1 0 1 1 2 0
4 9 124 1180 39 1 2 2200 0 1 1 1 2 0 1 2 6 1 0 1 1 2 2
4 9 86 144 8 1 4 1530 1 3 1 2 2 12 4 3 18 2 0 1 1 2 0
4 9 86 144 18 1 2 1700 3 3 1 1 2 12 4 2 17 1 0 1 1 1 0
4 6 75 1246 89 1 2 4500 1 2 2 1 2 0 1 1 5 1 0 1 1 1 0
4 13 85 14 79 1 2 2500 0 2 1 1 2 0 1 2 14 2 0 1 1 2 2
4 9 93 193 18 1 4 1800 3 5 0 2 2 12 4 1 12 2 2 1 1 2 0
4 11 70 1474 15 1 2 1100 3 4 1 2 2 12 4 2 20 0 0 0 0 0 0
4 13 37 1108 64 1 2 3800 1 1 1 1 2 24 1 3 16 2 0 1 1 2 2
4 12 46 62 54 1 2 6900 1 1 1 1 2 12 1 3 23 2 0 1 1 2 2
4 12 26 1170 66 1 6 6000 1 2 1 1 2 36 5 1 6 1 0 1 1 2 2
4 17 144 384 140 1 0 3000 0 4 2 3 0 0 0 3 4 1 0 1 1 1 0
4 13 31 962 35 1 2 3800 0 1 0 1 2 0 1 2 6 1 0 1 1 1 0
4 5 110 1430 18 1 6 2600 3 4 1 1 2 12 4 3 16 2 0 1 1 2 0
4 8 95 571 51 1 1 7500 1 1 1 1 2 12 1 2 29 2 0 1 1 1 1
4 1 142 958 14 1 4 1580 3 3 1 1 2 24 4 2 15 1 0 2 2 1 0
4 12 26 673 34 1 2 4700 1 1 1 1 2 24 1 2 6 1 0 1 1 2 2
4 7 48 1330 12 1 2 3600 3 5 1 2 2 12 4 3 28 0 0 0 0 0 0
4 6 89 1315 12 1 2 2050 3 5 1 1 2 12 4 1 28 0 0 0 0 0 0
4 4 66 1068 48 1 3 1900 0 1 1 1 2 0 1 3 3 1 0 2 2 1 0
4 12 26 993 64 1 2 5500 1 2 1 1 2 24 1 3 4 1 0 1 1 2 2
4 10 57 90 12 1 2 2400 3 4 1 1 2 12 4 1 23 0 0 0 0 0 0
4 12 76 1089 47 1 2 5000 0 1 1 1 2 0 1 3 5 1 0 1 1 1 0
4 2 139 1584 7 1 4 1290 1 4 1 3 2 12 4 2 11 1 0 1 1 2 0
4 3 116 9 142 1 2 13000 1 3 2 2 2 12 1 2 30 2 0 1 1 1 0
4 6 131 377 23 1 2 3200 3 4 2 2 2 12 4 2 34 2 0 1 1 1 0
4 10 157 616 77 1 2 4000 0 2 1 1 2 0 1 2 35 1 0 0 0 0 0
4 8 47 463 46 1 4 7000 3 1 1 1 2 24 4 1 22 2 2 1 1 2 2
4 12 54 1021 75 1 2 4900 0 2 1 1 2 0 1 1 6 1 0 1 1 1 0
4 6 151 178 36 1 2 3700 0 1 1 1 2 0 1 2 6 1 0 1 1 1 0
4 9 18 582 7 1 4 1790 1 4 1 2 2 12 4 1 13 2 2 1 1 2 0
4 2 149 249 55 1 2 2000 0 1 1 1 2 0 1 3 29 1 0 2 2 1 0
4 9 86 1034 15 1 2 1050 3 2 1 1 2 12 4 2 6 1 0 1 1 1 0
4 3 9 1328 67 1 2 10000 1 1 2 1 2 24 1 1 32 2 0 1 1 1 0
4 17 59 441 74 1 2 2500 0 2 1 1 2 0 1 3 6 1 0 1 1 1 0
4 9 86 1034 18 1 2 1020 3 2 1 1 2 24 4 2 5 1 0 1 1 1 0
4 3 9 277 136 1 2 10000 0 3 2 2 2 0 1 1 24 2 0 2 2 1 2
4 12 76 142 10 1 2 2980 3 5 2 2 2 12 4 2 30 2 2 1 1 2 0
4 3 56 1154 68 1 2 10000 1 2 1 1 2 0 1 3 32 2 0 1 1 2 0
4 10 157 616 56 1 2 3100 0 1 1 1 2 0 1 2 30 1 0 0 0 0 0
4 12 17 541 90 1 2 6600 0 2 2 1 1 0 1 3 35 2 0 1 1 1 0
4 17 67 1208 94 1 2 2800 0 3 2 1 1 0 1 3 6 1 0 1 1 1 0
4 12 24 805 62 1 2 6300 1 2 1 1 2 12 1 1 6 1 0 1 1 2 2
4 8 47 463 40 1 2 6000 3 1 1 1 2 12 4 2 22 2 2 1 1 2 2
4 12 46 1067 60 1 2 6100 1 2 0 1 2 12 1 3 7 1 0 1 1 1 0
4 9 86 403 26 1 6 1560 3 1 1 1 2 12 4 1 22 1 0 1 1 1 0
4 1 81 1513 59 1 2 2200 1 2 1 1 1 12 1 2 6 1 0 1 1 1 0
4 12 22 638 50 1 2 6700 0 1 2 1 2 0 1 2 32 2 0 1 1 2 2
4 4 66 340 15 1 2 1500 3 3 1 1 2 12 4 2 18 1 0 0 0 0 0
4 13 55 450 25 1 2 1700 3 4 1 2 2 12 4 2 3 0 2 0 0 0 2
4 3 9 914 98 1 2 9900 1 2 2 1 2 12 1 3 29 2 0 1 1 2 0
4 6 5 1011 32 1 2 3500 0 1 0 1 2 0 1 2 5 1 0 1 1 1 0
4 12 76 656 55 1 2 6300 1 2 1 1 2 24 1 3 7 1 0 1 1 1 0
4 9 18 471 30 1 4 2000 0 1 0 1 2 0 1 3 13 2 0 1 1 1 0
4 8 146 1151 33 1 6 7500 0 1 1 1 2 0 1 2 5 1 0 1 1 1 0
4 12 54 518 111 1 2 7000 0 3 2 1 2 0 1 1 16 2 0 1 1 1 0
4 6 64 912 17 1 2 2400 1 3 1 2 2 12 4 3 6 1 2 1 1 2 0
4 6 94 824 18 1 4 1800 3 4 1 1 2 12 4 1 17 2 2 1 1 1 2
4 8 95 1424 68 1 8 9000 1 2 1 1 2 36 1 2 6 1 0 1 1 1 0
4 6 94 634 62 1 2 4600 0 1 1 1 2 0 1 3 6 1 0 1 1 1 0
4 12 26 750 66 1 2 6800 1 2 1 1 2 12 1 2 6 1 0 1 1 1 0
4 6 68 217 26 1 4 3400 0 1 1 1 1 0 1 3 5 1 0 1 1 1 0
4 17 59 568 48 1 2 2700 0 2 1 2 2 0 1 3 11 2 0 1 1 1 2
4 13 109 925 20 1 4 1950 3 4 1 4 2 12 4 1 6 0 2 0 0 0 0
4 16 108 1017 221 1 2 3000 0 3 3 2 2 0 1 -2 1 1 0 1 1 1 0
4 3 9 1547 89 1 2 11000 1 2 2 1 2 36 1 1 33 2 0 1 1 2 2
4 17 136 1357 82 1 2 3500 0 3 1 1 2 0 1 2 5 1 0 1 1 1 0
4 13 78 1554 16 1 2 1300 3 2 1 1 2 12 4 3 6 1 0 1 1 1 0
4 13 58 724 24 1 2 1900 5 1 0 1 2 12 4 1 11 2 2 1 1 2 0
4 1 15 328 69 1 2 2100 0 2 1 1 2 0 1 1 18 2 0 0 0 0 0
4 17 36 360 16 1 2 1600 1 3 1 1 2 12 4 2 18 1 2 1 1 2 2
4 10 57 966 30 1 2 4000 0 1 1 1 2 0 1 1 6 1 0 1 1 2 0
4 12 26 1271 61 1 2 6500 0 3 1 1 2 0 1 2 6 1 0 1 1 2 2
4 12 76 531 48 1 2 6300 3 2 1 1 2 24 1 3 7 1 0 1 1 2 0
4 4 34 1064 9 1 4 1530 1 3 1 1 2 12 4 3 6 1 0 1 1 2 0
4 6 73 344 46 1 2 4500 0 1 1 1 2 0 1 2 7 1 0 1 1 2 2
4 17 67 1358 90 1 2 2800 0 2 2 1 2 0 1 1 14 1 0 1 1 1 0
4 12 46 575 34 1 2 5300 1 1 0 1 2 36 1 3 6 1 0 1 1 2 2
4 7 145 526 15 1 2 3300 3 5 2 3 2 12 4 1 25 2 0 1 1 2 0
4 13 74 318 10 1 1 1650 3 4 1 2 2 12 4 3 6 0 1 0 0 0 0
4 7 145 526 15 1 2 3300 3 5 2 3 2 12 4 1 25 2 0 1 1 2 0
4 12 26 673 59 1 1 6500 1 2 0 1 2 24 1 3 6 1 0 1 1 2 2
4 8 146 1571 54 1 2 7400 1 1 2 1 2 12 1 3 6 1 0 1 1 1 0
4 3 39 1418 14 1 2 3700 3 5 1 2 2 12 4 2 32 2 2 1 1 1 0
4 17 67 1358 90 1 2 3000 0 2 2 1 2 0 1 3 14 1 0 1 1 1 0
4 12 24 919 56 1 2 6500 1 1 1 1 2 24 1 1 18 2 0 1 1 2 2
4 6 64 1551 10 1 3 2230 1 4 1 2 2 12 4 1 16 0 0 0 0 0 0
4 4 98 8 12 1 2 1590 1 3 1 1 2 12 4 2 6 1 0 1 1 2 0
4 9 18 38 30 1 4 2600 0 1 0 1 2 0 1 1 13 2 0 1 1 1 0
4 3 9 1547 90 1 2 12000 1 2 2 1 2 12 1 3 35 2 0 1 1 2 2
4 8 95 244 40 1 4 8500 0 1 1 1 2 0 1 2 8 2 0 1 1 2 0
4 6 151 596 48 1 2 4300 0 1 1 1 2 0 1 3 6 1 0 1 1 1 0
4 12 76 1341 36 1 2 5800 1 1 1 1 2 12 1 2 6 1 0 1 1 1 0
4 17 144 261 90 1 2 2000 0 2 2 1 2 0 1 3 4 1 0 1 1 1 0
4 13 58 1365 70 1 2 3500 0 2 1 1 2 0 1 2 15 2 0 1 1 1 0
4 13 78 633 18 1 2 1550 3 3 1 3 2 12 4 2 18 0 0 0 0 0 0
4 4 125 1298 18 1 2 1630 3 1 1 1 2 12 4 1 18 2 2 1 1 2 0
4 13 109 95 18 1 4 1900 3 3 1 3 2 12 4 3 6 0 0 0 0 0 0
4 9 115 1585 26 1 2 2600 0 1 1 1 2 0 1 2 4 1 0 2 2 1 0
4 8 32 577 38 1 6 5380 3 1 1 1 2 12 4 3 20 1 2 1 1 2 2
4 5 8 590 35 1 2 3300 0 1 1 1 2 0 1 3 6 1 0 1 1 1 0
4 12 46 1211 41 1 2 5400 1 1 1 1 1 36 1 1 6 1 0 1 1 2 2
4 2 139 84 10 1 4 1190 1 4 1 2 2 12 4 3 18 2 2 1 1 2 0
4 13 37 171 100 1 2 3600 1 2 2 1 2 24 1 2 14 2 0 1 1 1 0
4 12 160 823 30 1 2 4700 1 1 1 1 2 12 1 1 6 1 0 1 1 2 0
4 13 37 49 55 1 2 3800 0 1 1 1 1 0 1 2 12 2 0 1 1 1 0
4 3 9 277 72 1 2 10000 0 1 2 1 2 0 1 1 24 2 0 2 2 1 2
4 12 26 416 55 1 2 5700 0 2 1 1 2 0 1 3 6 1 0 1 1 2 2
4 2 82 1443 10 1 4 1160 1 4 1 1 2 12 4 1 5 1 0 1 1 2 0
4 9 86 1286 25 1 1 1550 3 1 1 1 2 0 4 3 6 1 2 2 2 1 0
4 12 26 199 58 1 2 5500 0 1 1 1 1 0 1 3 6 1 0 1 1 1 0
4 6 64 918 42 1 2 3700 0 1 1 1 2 0 1 2 6 1 0 1 1 1 0
4 12 160 322 48 1 2 4800 1 1 1 1 2 0 1 2 6 1 0 1 1 1 0
4 9 93 1174 11 1 2 1500 3 4 1 2 2 12 4 3 12 2 2 1 1 1 2
4 13 78 1554 16 1 2 2000 3 4 0 3 2 24 4 2 6 2 0 1 1 1 0
4 6 5 1061 25 1 2 3300 3 1 1 1 2 12 4 2 6 2 2 1 1 2 0
4 12 76 531 48 1 2 6000 1 2 0 1 2 12 1 2 7 1 0 1 1 2 0
4 6 151 164 77 1 2 4600 0 2 1 1 2 0 1 2 6 1 0 1 1 1 0
4 11 70 64 85 1 2 1900 0 2 2 1 1 0 1 3 6 1 0 1 1 1 0
4 3 9 1077 63 1 2 12500 1 1 2 1 2 12 5 2 30 2 0 1 1 2 2
4 12 46 335 40 1 2 4800 0 1 1 1 2 0 1 3 6 1 0 1 1 2 0
4 3 116 179 94 1 8 13000 1 2 2 1 2 12 1 3 37 2 0 1 1 2 2
4 13 37 1279 52 1 2 3200 0 2 1 1 2 0 1 3 5 1 0 1 1 1 0
4 1 49 786 15 1 4 1450 3 4 1 2 2 12 4 2 14 2 0 1 1 2 0
4 17 128 525 20 1 2 1500 3 1 0 1 2 24 4 3 4 0 0 0 0 0 0
4 3 9 1397 133 1 8 11500 1 2 2 1 2 24 1 2 32 2 0 1 1 2 0
4 5 110 85 41 1 2 3600 0 1 1 1 2 0 1 3 4 1 0 1 1 2 2
4 5 156 274 42 1 2 4000 0 1 1 1 2 0 3 2 6 1 0 1 1 1 0
4 9 93 721 19 1 2 1758 3 4 1 2 2 12 4 2 19 2 0 1 1 1 0
4 9 86 841 22 1 2 1700 3 3 1 1 2 12 4 1 11 2 1 1 1 1 0
4 8 95 571 60 1 2 9500 1 1 1 1 2 24 1 2 29 2 0 1 1 1 1
4 6 73 209 48 1 3 3900 0 1 1 1 2 0 1 3 20 2 0 2 2 1 0
4 1 147 817 72 1 2 2000 0 2 2 1 2 0 1 3 6 1 0 1 1 1 0
4 6 64 732 20 1 4 2688 3 3 2 1 2 12 1 3 18 2 0 1 1 2 0
4 3 133 623 54 1 2 15000 0 1 1 2 2 0 3 3 4 1 0 1 1 1 0
4 17 128 533 15 1 4 1520 3 1 0 1 2 0 4 2 3 0 0 0 0 0 0
4 13 29 1381 51 1 2 3000 1 2 0 1 2 12 1 2 5 1 0 1 1 2 2
4 1 33 974 25 1 2 1450 1 3 1 1 2 12 4 3 1 1 0 1 1 1 0
4 6 131 377 18 1 8 3000 3 5 2 2 2 12 4 1 34 2 0 1 1 1 0
4 12 26 296 40 1 2 4600 1 1 1 1 2 12 1 1 6 1 0 1 1 2 1
4 13 85 380 81 1 2 2400 0 2 2 1 2 0 1 3 4 1 0 1 1 2 2
4 17 67 23 82 1 2 3300 0 3 1 1 2 0 1 3 6 1 0 1 1 1 0
4 14 140 708 29 1 2 3500 3 1 1 1 2 12 1 2 6 1 0 1 1 1 0
4 3 116 1537 128 1 6 14000 0 1 1 1 2 0 1 1 31 2 0 2 2 1 1
4 6 89 404 38 1 2 4000 1 1 1 1 1 24 1 3 6 1 0 1 1 1 0
4 13 41 194 25 1 2 2300 1 3 1 1 2 12 4 1 13 1 0 1 1 1 0
4 8 47 387 52 1 2 7800 1 2 1 1 2 36 1 3 4 1 0 1 1 2 1
4 13 77 713 140 1 2 3500 0 4 2 2 2 0 1 1 18 2 0 1 1 1 0
4 1 142 958 15 1 4 1580 3 3 1 2 2 24 4 3 16 1 2 2 2 2 0
4 9 86 412 25 1 2 1800 1 2 2 1 2 24 4 3 2 0 1 0 0 0 2
4 6 151 1412 52 1 2 3500 0 1 1 1 2 0 1 3 6 1 0 1 1 1 0
4 6 131 377 30 1 2 2600 1 4 1 2 2 12 4 1 34 2 1 1 1 1 1
4 3 9 187 139 1 2 12162 1 2 2 2 2 12 1 1 27 1 0 1 1 1 0
4 12 26 1225 55 1 6 5000 1 2 1 1 1 36 5 2 6 1 0 1 1 2 2
4 9 18 38 30 1 2 2600 0 1 0 1 2 0 1 1 13 2 0 1 1 2 2
4 13 85 677 56 1 2 1500 0 2 1 1 2 0 1 3 5 1 0 1 1 1 2
4 17 53 987 96 1 2 3500 0 3 2 1 2 0 1 2 14 1 0 0 0 1 0
4 13 85 660 96 1 2 2800 0 2 2 1 2 0 1 3 5 1 0 1 1 1 0
4 12 76 711 12 1 2 3590 1 3 1 1 2 12 4 2 24 0 0 0 0 0 0
4 13 92 589 12 1 2 1600 3 5 0 5 2 12 4 1 11 0 2 0 0 0 0
4 5 121 859 41 1 2 3800 0 1 0 1 1 0 1 1 6 1 0 1 1 1 0
4 17 36 550 9 1 2 1730 1 3 1 1 2 12 4 3 18 0 2 0 0 0 0
4 6 40 1181 28 1 2 2500 3 3 1 2 2 12 4 2 21 2 0 1 1 2 0
4 12 76 1456 48 1 2 6700 0 2 0 1 2 0 4 2 6 1 0 1 1 2 2
4 9 93 1322 118 1 2 6200 0 2 2 2 2 0 4 1 15 2 0 1 1 2 2
4 7 163 174 20 1 4 2750 1 3 1 3 2 24 4 3 6 1 2 1 1 1 2
4 12 26 296 57 1 2 5800 0 2 1 1 2 0 4 3 6 1 0 1 1 2 1
4 12 160 373 50 1 2 4300 1 1 1 1 2 24 4 3 6 1 2 1 1 2 0
4 12 76 501 32 1 2 4900 0 1 1 1 2 0 4 1 7 2 0 1 1 1 0
4 13 137 22 69 1 2 6800 0 2 1 1 2 0 4 1 25 2 0 1 1 1 0
4 1 142 150 58 1 2 4800 0 1 1 1 2 0 4 2 16 2 0 1 1 2 2
4 8 146 1476 31 1 2 5760 1 1 1 1 2 12 4 3 6 1 0 1 1 2 0
4 6 5 1061 25 1 1 3100 3 1 1 1 2 12 4 2 4 2 2 1 1 2 0
4 13 83 1293 9 1 4 1890 3 3 1 1 1 12 4 3 6 0 0 0 0 0 0
4 9 93 1222 97 1 2 6200 0 2 2 1 2 0 4 2 14 2 0 1 1 2 2
4 9 93 879 60 1 2 4300 0 2 1 1 2 0 4 2 6 1 0 1 1 1 0
4 13 137 607 36 1 2 4600 0 1 1 1 2 0 4 1 6 1 0 1 1 1 0
4 9 135 1549 15 1 6 1400 3 3 1 1 2 12 4 1 13 2 0 1 1 1 0
4 13 137 1525 40 1 2 4100 0 1 0 1 2 0 4 3 6 1 0 1 1 1 0
4 13 119 1348 39 1 2 4500 0 1 1 1 2 0 4 3 6 1 0 1 1 1 0
4 9 86 1370 15 1 2 1050 3 3 1 1 2 12 4 2 18 0 0 0 0 0 0
4 9 134 26 53 1 2 3300 0 1 1 1 2 0 4 -2 6 1 0 1 1 1 0
4 13 137 583 40 1 2 4800 0 1 0 1 2 0 4 3 6 1 0 1 1 2 0
4 13 3 121 51 1 2 4300 0 1 1 1 2 0 4 1 6 1 0 1 1 1 0
4 3 116 1511 32 1 4 5160 1 1 1 1 2 12 4 3 7 1 0 1 1 2 0
4 12 26 1225 54 1 2 5600 0 2 1 1 2 0 4 3 6 1 0 1 1 2 2
4 9 20 133 87 1 2 5400 0 2 2 1 2 0 4 3 6 1 0 1 1 1 0
4 6 5 1085 25 1 3 3300 3 1 1 1 2 24 4 3 6 1 0 1 1 1 0
4 14 140 118 18 1 2 2800 1 2 1 1 2 0 4 3 6 1 2 1 1 1 0
4 12 160 661 62 1 2 6800 0 1 1 1 2 0 4 2 22 2 0 1 1 2 0
4 9 134 591 76 1 2 4999 0 3 0 0 2 0 4 1 6 1 0 1 1 1 0
4 1 142 1027 41 1 2 4200 0 1 1 1 2 0 4 2 15 2 0 1 1 2 0
4 9 111 1004 45 1 2 4500 0 1 1 1 2 0 4 3 6 1 0 1 1 1 0
4 9 134 644 104 1 2 6000 0 2 2 1 2 0 4 2 17 2 0 1 1 2 0
4 9 20 1316 53 1 2 4200 0 2 1 1 2 0 4 3 6 1 0 1 1 2 0
4 10 57 1393 11 1 2 2560 1 3 1 2 2 12 4 2 22 2 0 1 1 2 0
4 12 160 1593 19 1 2 2600 3 3 1 2 2 12 4 2 35 2 1 1 1 2 1
4 13 83 530 18 1 2 2200 3 2 1 1 2 12 4 1 6 1 0 1 1 1 0
4 9 134 948 54 1 2 3500 0 1 1 1 2 0 4 1 13 2 0 1 1 1 0
4 13 83 37 8 1 4 1890 1 3 1 1 2 12 4 3 6 2 0 1 1 2 0
4 1 142 592 119 1 2 7800 0 3 2 2 2 0 4 3 20 2 0 1 1 2 0
